subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	subject_match_field	object_match_field	match_string	comment
MONDO:0012349	spondylocostal dysostosis 3, autosomal recessive	skos:closeMatch	DOID:0112361	spondylocostal dysostosis 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scdo3	LEXMATCH
MONDO:0012349	spondylocostal dysostosis 3, autosomal recessive	skos:closeMatch	DOID:0112361	spondylocostal dysostosis 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	spondylocostal dysostosis 3	LEXMATCH
MONDO:0012351	zygodactyly type 1	skos:closeMatch	DOID:0111820	zygodactyly 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	zygodactyly 1	LEXMATCH
MONDO:0012383	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	skos:closeMatch	DOID:0111967	immunodeficiency 54	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 54	LEXMATCH
MONDO:0012383	primary immunodeficiency with natural-killer cell deficiency and adrenal insufficiency	skos:closeMatch	DOID:0111967	immunodeficiency 54	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd54	LEXMATCH
MONDO:0012426	immunodeficiency 25	skos:closeMatch	DOID:0111942	immunodeficiency 25	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd25	LEXMATCH
MONDO:0012426	immunodeficiency 25	skos:closeMatch	DOID:0111942	immunodeficiency 25	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	immunodeficiency due to defect in cd3-zeta	LEXMATCH
MONDO:0012456	congenital primary aphakia	skos:closeMatch	DOID:0080607	anterior segment dysgenesis 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	anterior segment dysgenesis 2	LEXMATCH
MONDO:0012475	cone dystrophy with supernormal rod response	skos:closeMatch	DOID:0081022	retinal cone dystrophy 3B	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	cone dystrophy with supernormal rod responses	LEXMATCH
MONDO:0012475	cone dystrophy with supernormal rod response	skos:closeMatch	DOID:0081022	retinal cone dystrophy 3B	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	retinal cone dystrophy 3b	LEXMATCH
MONDO:0012529	Diamond-Blackfan anemia 3	skos:closeMatch	DOID:0111887	Diamond-blackfan anemia 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba3	LEXMATCH
MONDO:0012548	Kostmann syndrome	skos:closeMatch	DOID:0112133	severe congenital neutropenia 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scn3	LEXMATCH
MONDO:0012548	Kostmann syndrome	skos:closeMatch	DOID:0112133	severe congenital neutropenia 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	kostmann disease	LEXMATCH
MONDO:0012638	microphthalmia-brain atrophy syndrome	skos:closeMatch	DOID:0111812	syndromic microphthalmia 10	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	moba	LEXMATCH
MONDO:0012716	spondyloepiphyseal dysplasia, Cantu type	skos:closeMatch	DOID:0112287	spondyloepiphyseal dysplasia-brachydactyly and distinctive speech	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sed-bds	LEXMATCH
MONDO:0012716	spondyloepiphyseal dysplasia, Cantu type	skos:closeMatch	DOID:0112287	spondyloepiphyseal dysplasia-brachydactyly and distinctive speech	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	spondyloepiphyseal dysplasia-brachydactyly and distinctive speech	LEXMATCH
MONDO:0012716	spondyloepiphyseal dysplasia, Cantu type	skos:closeMatch	DOID:0112287	spondyloepiphyseal dysplasia-brachydactyly and distinctive speech	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	fantasy island syndrome	LEXMATCH
MONDO:0012792	mitochondrial DNA depletion syndrome 8a	skos:closeMatch	DOID:0070331	mitochondrial DNA depletion syndrome 8b	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	mitochondrial dna depletion syndrome 8b	LEXMATCH
MONDO:0012792	mitochondrial DNA depletion syndrome 8a	skos:closeMatch	DOID:0070331	mitochondrial DNA depletion syndrome 8b	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mitochondrial neurogastrointestinal encephalopathy syndrome, rrm2b-related	LEXMATCH
MONDO:0012794	ANE syndrome	skos:closeMatch	DOID:0112244	alopecia, neurologic defects, and endocrinopathy syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	alopecia, neurologic defects, and endocrinopathy syndrome	LEXMATCH
MONDO:0012794	ANE syndrome	skos:closeMatch	DOID:0112244	alopecia, neurologic defects, and endocrinopathy syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	anes	LEXMATCH
MONDO:0012860	thrombophilia due to protein C deficiency, autosomal recessive	skos:closeMatch	DOID:0111904	autosomal recessive thrombophilia due to protein C deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	thph4	LEXMATCH
MONDO:0012860	thrombophilia due to protein C deficiency, autosomal recessive	skos:closeMatch	DOID:0111904	autosomal recessive thrombophilia due to protein C deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	autosomal recessive protein c deficiency	LEXMATCH
MONDO:0012868	thrombophilia due to protein S deficiency, autosomal dominant	skos:closeMatch	DOID:0111900	autosomal dominant thrombophilia due to protein S deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	thph5	LEXMATCH
MONDO:0012876	heparin cofactor 2 deficiency	skos:closeMatch	DOID:0111901	heparin cofactor II deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	heparin cofactor ii deficiency	LEXMATCH
MONDO:0012876	heparin cofactor 2 deficiency	skos:closeMatch	DOID:0111901	heparin cofactor II deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	hcf 2 deficiency	LEXMATCH
MONDO:0012924	Diamond-Blackfan anemia 4	skos:closeMatch	DOID:0111890	Diamond-Blackfan anemia 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba4	LEXMATCH
MONDO:0012925	Diamond-Blackfan anemia 5	skos:closeMatch	DOID:0111883	Diamond-Blackfan anemia 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba5	LEXMATCH
MONDO:0012930	autosomal recessive severe congenital neutropenia due to G6PC3 deficiency	skos:closeMatch	DOID:0112136	severe congenital neutropenia 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dursun syndrome	LEXMATCH
MONDO:0012937	Diamond-Blackfan anemia 6	skos:closeMatch	DOID:0111879	Diamond-Blackfan anemia 6	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba6	LEXMATCH
MONDO:0012938	Diamond-Blackfan anemia 7	skos:closeMatch	DOID:0111878	Diamond-Blackfan anemia 7	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba7	LEXMATCH
MONDO:0012939	Diamond-Blackfan anemia 8	skos:closeMatch	DOID:0111881	Diamond-Blackfan anemia 8	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba8	LEXMATCH
MONDO:0013007	combined immunodeficiency due to ORAI1 deficiency	skos:closeMatch	DOID:0111976	immunodeficiency 9	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 9	LEXMATCH
MONDO:0013007	combined immunodeficiency due to ORAI1 deficiency	skos:closeMatch	DOID:0111976	immunodeficiency 9	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	immune dysfunction with t-cell inactivation due to calcium entry defect 1	LEXMATCH
MONDO:0013007	combined immunodeficiency due to ORAI1 deficiency	skos:closeMatch	DOID:0111976	immunodeficiency 9	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd9	LEXMATCH
MONDO:0013008	combined immunodeficiency due to STIM1 deficiency	skos:closeMatch	DOID:0111970	immunodeficiency 10	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	immune dysfunction with t-cell inactivation due to calcium entry defect 2	LEXMATCH
MONDO:0013008	combined immunodeficiency due to STIM1 deficiency	skos:closeMatch	DOID:0111970	immunodeficiency 10	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd10	LEXMATCH
MONDO:0013008	combined immunodeficiency due to STIM1 deficiency	skos:closeMatch	DOID:0111970	immunodeficiency 10	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 10	LEXMATCH
MONDO:0013008	combined immunodeficiency due to STIM1 deficiency	skos:closeMatch	DOID:0111970	immunodeficiency 10	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	stim1 deficiency	LEXMATCH
MONDO:0013073	palmoplantar keratoderma, nonepidermolytic, focal 1	skos:closeMatch	DOID:0111708	focal nonepidermolytic palmoplantar keratoderma	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	focal nonepidermolytic palmoplantar keratoderma	LEXMATCH
MONDO:0013079	primary biliary cholangitis 2	skos:closeMatch	DOID:0070359	primary biliary cholangitis 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pbc2	LEXMATCH
MONDO:0013079	primary biliary cholangitis 2	skos:closeMatch	DOID:0070359	primary biliary cholangitis 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	biliary cirrhosis, primary, 2	LEXMATCH
MONDO:0013080	primary biliary cholangitis 3	skos:closeMatch	DOID:0070360	primary biliary cholangitis 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pbc3	LEXMATCH
MONDO:0013080	primary biliary cholangitis 3	skos:closeMatch	DOID:0070360	primary biliary cholangitis 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	biliary cirrhosis, primary, 3	LEXMATCH
MONDO:0013139	neutropenia, severe congenital, 2, autosomal dominant	skos:closeMatch	DOID:0112131	severe congenital neutropenia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scn2	LEXMATCH
MONDO:0013143	hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency	skos:closeMatch	DOID:0111903	thrombophilia due to HRG deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	thph11	LEXMATCH
MONDO:0013155	muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B3	skos:closeMatch	DOID:0112378	muscular dystrophy-dystroglycanopathy type B3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mddgb3	LEXMATCH
MONDO:0013156	muscular dystrophy-dystroglycanopathy (congenital without intellectual disability), type B4	skos:closeMatch	DOID:0112379	muscular dystrophy-dystroglycanopathy type B4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mddgb4	LEXMATCH
MONDO:0013160	muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B2	skos:closeMatch	DOID:0112380	muscular dystrophy-dystroglycanopathy type B2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mddgb2	LEXMATCH
MONDO:0013216	Diamond-Blackfan anemia 9	skos:closeMatch	DOID:0111884	Diamond-Blackfan anemia 9	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba9	LEXMATCH
MONDO:0013217	Diamond-Blackfan anemia 10	skos:closeMatch	DOID:0111888	Diamond-Blackfan anemia 10	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba10	LEXMATCH
MONDO:0013223	autosomal recessive spondylometaphyseal dysplasia, Megarbane type	skos:closeMatch	DOID:0112304	spondylometaphyseal dysplasia Megarbane-Dagher-Melike type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smdmdm	LEXMATCH
MONDO:0013229	hot water reflex epilepsy	skos:closeMatch	DOID:0081104	hot water epilepsy	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	water immersion epilepsy	LEXMATCH
MONDO:0013229	hot water reflex epilepsy	skos:closeMatch	DOID:0081104	hot water epilepsy	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	bathing epilepsy	LEXMATCH
MONDO:0013268	frontonasal dysplasia with alopecia and genital anomaly	skos:closeMatch	DOID:0081046	frontonasal dysplasia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	frontonasal dysplasia 2	LEXMATCH
MONDO:0013271	frontonasal dysplasia - severe microphthalmia - severe facial clefting syndrome	skos:closeMatch	DOID:0081047	frontonasal dysplasia 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	frontonasal dysplasia 3	LEXMATCH
MONDO:0013323	cranioectodermal dysplasia 2	skos:closeMatch	DOID:0080804	cranioectodermal dysplasia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	cranioectodermal dysplasia 2	LEXMATCH
MONDO:0013366	spondylocostal dysostosis 4, autosomal recessive	skos:closeMatch	DOID:0112364	spondylocostal dysostosis 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	spondylocostal dysostosis 4	LEXMATCH
MONDO:0013366	spondylocostal dysostosis 4, autosomal recessive	skos:closeMatch	DOID:0112364	spondylocostal dysostosis 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scdo4	LEXMATCH
MONDO:0013385	Treacher Collins syndrome 2	skos:closeMatch	DOID:0080790	Treacher Collins syndrome 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	treacher collins syndrome 2	LEXMATCH
MONDO:0013427	immunodeficiency 31B	skos:closeMatch	DOID:0111944	immunodeficiency 31B	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd31b	LEXMATCH
MONDO:0013492	alopecia-intellectual disability syndrome 3	skos:closeMatch	DOID:0080951	alopecia-mental retardation syndrome 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	alopecia-mental retardation syndrome 3	LEXMATCH
MONDO:0013500	immunodeficiency 51	skos:closeMatch	DOID:0111996	immunodeficiency 51	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd51	LEXMATCH
MONDO:0013500	immunodeficiency 51	skos:closeMatch	DOID:0111996	immunodeficiency 51	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	candf5	LEXMATCH
MONDO:0013527	lissencephaly 4	skos:closeMatch	DOID:0112235	lissencephaly 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	lis4	LEXMATCH
MONDO:0013527	lissencephaly 4	skos:closeMatch	DOID:0112235	lissencephaly 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	lissencephaly 4 with microcephaly	LEXMATCH
MONDO:0013550	distal myopathy with posterior leg and anterior hand involvement	skos:closeMatch	DOID:0111190	distal muscular dystrophy 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mpd4	LEXMATCH
MONDO:0013563	multiple congenital anomalies-hypotonia-seizures syndrome 1	skos:closeMatch	DOID:0080503	multiple congenital anomalies-hypotonia-seizures syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	multiple congenital anomalies-hypotonia-seizures syndrome	LEXMATCH
MONDO:0013573	cranioectodermal dysplasia 3	skos:closeMatch	DOID:0080805	cranioectodermal dysplasia 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	cranioectodermal dysplasia 3	LEXMATCH
MONDO:0013599	autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome	skos:closeMatch	DOID:0111946	immunodeficiency 31C	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	candf7	LEXMATCH
MONDO:0013599	autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome	skos:closeMatch	DOID:0111946	immunodeficiency 31C	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd31c	LEXMATCH
MONDO:0013599	autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome	skos:closeMatch	DOID:0111946	immunodeficiency 31C	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 31c	LEXMATCH
MONDO:0013607	monocytopenia with susceptibility to infections	skos:closeMatch	DOID:0111947	immunodeficiency 21	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dcml	LEXMATCH
MONDO:0013607	monocytopenia with susceptibility to infections	skos:closeMatch	DOID:0111947	immunodeficiency 21	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 21	LEXMATCH
MONDO:0013607	monocytopenia with susceptibility to infections	skos:closeMatch	DOID:0111947	immunodeficiency 21	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd21	LEXMATCH
MONDO:0013607	monocytopenia with susceptibility to infections	skos:closeMatch	DOID:0111947	immunodeficiency 21	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	gata2 deficiency	LEXMATCH
MONDO:0013636	primary biliary cholangitis 4	skos:closeMatch	DOID:0070361	primary biliary cholangitis 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pbc4	LEXMATCH
MONDO:0013636	primary biliary cholangitis 4	skos:closeMatch	DOID:0070361	primary biliary cholangitis 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	biliary cirrhosis, primary, 4	LEXMATCH
MONDO:0013637	primary biliary cholangitis 5	skos:closeMatch	DOID:0070362	primary biliary cholangitis 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pbc5	LEXMATCH
MONDO:0013637	primary biliary cholangitis 5	skos:closeMatch	DOID:0070362	primary biliary cholangitis 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	biliary cirrhosis, primary, 5	LEXMATCH
MONDO:0013734	microphthalmia, syndromic 11	skos:closeMatch	DOID:0111804	syndromic microphthalmia 11	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mcops11	LEXMATCH
MONDO:0013775	thrombomodulin-related bleeding disorder	skos:closeMatch	DOID:0111908	thrombophilia due to thrombomodulin defect	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	thrombophilia due to thrombomodulin defect	LEXMATCH
MONDO:0013775	thrombomodulin-related bleeding disorder	skos:closeMatch	DOID:0111908	thrombophilia due to thrombomodulin defect	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	thph12	LEXMATCH
MONDO:0013791	thrombophilia due to protein S deficiency, autosomal recessive	skos:closeMatch	DOID:0111905	autosomal recessive thrombophilia due to protein S deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	thph6	LEXMATCH
MONDO:0013812	Baraitser-winter syndrome 2	skos:closeMatch	DOID:0081113	Baraitser-Winter syndrome 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	baraitser-winter syndrome 2	LEXMATCH
MONDO:0013867	brown-Vialetto-van Laere syndrome 2	skos:closeMatch	DOID:0080786	Brown-Vialetto-Van Laere syndrome 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	brown-vialetto-van laere syndrome 2	LEXMATCH
MONDO:0013885	Malan overgrowth syndrome	skos:closeMatch	DOID:0112102	Sotos syndrome 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sotos2	LEXMATCH
MONDO:0013947	young adult-onset distal hereditary motor neuropathy	skos:closeMatch	DOID:0111214	distal spinal muscular atrophy type 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dsma5	LEXMATCH
MONDO:0013953	immunodeficiency 28	skos:closeMatch	DOID:0111995	immunodeficiency 28	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd28	LEXMATCH
MONDO:0013953	immunodeficiency 28	skos:closeMatch	DOID:0111995	immunodeficiency 28	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	immunodeficiency 28, mycobacteriosis	LEXMATCH
MONDO:0013953	immunodeficiency 28	skos:closeMatch	DOID:0111995	immunodeficiency 28	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	ifngr2 deficiency	LEXMATCH
MONDO:0013954	mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	skos:closeMatch	DOID:0111950	immunodeficiency 29	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	il12b deficiency	LEXMATCH
MONDO:0013954	mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	skos:closeMatch	DOID:0111950	immunodeficiency 29	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd29	LEXMATCH
MONDO:0013954	mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency	skos:closeMatch	DOID:0111950	immunodeficiency 29	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 29	LEXMATCH
MONDO:0013955	mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	skos:closeMatch	DOID:0111990	immunodeficiency 30	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 30	LEXMATCH
MONDO:0013955	mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency	skos:closeMatch	DOID:0111990	immunodeficiency 30	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd30	LEXMATCH
MONDO:0013956	mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	skos:closeMatch	DOID:0111945	immunodeficiency 31A	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd31a	LEXMATCH
MONDO:0013956	mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency	skos:closeMatch	DOID:0111945	immunodeficiency 31A	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 31a	LEXMATCH
MONDO:0013957	mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	skos:closeMatch	DOID:0111986	immunodeficiency 32A	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 32a	LEXMATCH
MONDO:0013957	mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	skos:closeMatch	DOID:0111986	immunodeficiency 32A	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd32a	LEXMATCH
MONDO:0013957	mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency	skos:closeMatch	DOID:0111986	immunodeficiency 32A	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	immunodeficiency 32a, mycobacteriosis, autosomal dominant	LEXMATCH
MONDO:0013964	Diamond-Blackfan anemia 11	skos:closeMatch	DOID:0111892	Diamond-Blackfan anemia 11	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dba11	LEXMATCH
MONDO:0014021	familial episodic pain syndrome with predominantly upper body involvement	skos:closeMatch	DOID:0111729	familial episodic pain syndrome 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	feps1	LEXMATCH
MONDO:0014076	dyskeratosis congenita, autosomal recessive 5	skos:closeMatch	DOID:0070020	autosomal dominant dyskeratosis congenita 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	autosomal dominant dyskeratosis congenita 4	LEXMATCH
MONDO:0014077	cobblestone lissencephaly without muscular or ocular involvement	skos:closeMatch	DOID:0112230	lissencephaly 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	lis5	LEXMATCH
MONDO:0014077	cobblestone lissencephaly without muscular or ocular involvement	skos:closeMatch	DOID:0112230	lissencephaly 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	lissencephaly 5	LEXMATCH
MONDO:0014081	severe combined immunodeficiency due to CARD11 deficiency	skos:closeMatch	DOID:0111957	immunodeficiency 11A	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd11a	LEXMATCH
MONDO:0014082	cryptosporidiosis-chronic cholangitis-liver disease syndrome	skos:closeMatch	DOID:0111982	immunodeficiency 56	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	il21r immunodeficiency	LEXMATCH
MONDO:0014082	cryptosporidiosis-chronic cholangitis-liver disease syndrome	skos:closeMatch	DOID:0111982	immunodeficiency 56	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 56	LEXMATCH
MONDO:0014082	cryptosporidiosis-chronic cholangitis-liver disease syndrome	skos:closeMatch	DOID:0111982	immunodeficiency 56	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd56	LEXMATCH
MONDO:0014118	congenital neutropenia-myelofibrosis-nephromegaly syndrome	skos:closeMatch	DOID:0112132	severe congenital neutropenia 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scn5	LEXMATCH
MONDO:0014137	precocious puberty, central, 2	skos:closeMatch	DOID:0112309	central precocious puberty 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	cppb2	LEXMATCH
MONDO:0014141	muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B14	skos:closeMatch	DOID:0112377	muscular dystrophy-dystroglycanopathy type B14	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mddgb14	LEXMATCH
MONDO:0014197	combined immunodeficiency due to MALT1 deficiency	skos:closeMatch	DOID:0111988	immunodeficiency 12	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd12	LEXMATCH
MONDO:0014197	combined immunodeficiency due to MALT1 deficiency	skos:closeMatch	DOID:0111988	immunodeficiency 12	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 12	LEXMATCH
MONDO:0014205	severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome	skos:closeMatch	DOID:0080893	Bainbridge-Ropers syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	bainbridge-ropers syndrome	LEXMATCH
