mondo_id	subset	doid_id	mondo_label	doid_label
MONDO:0016586	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:349	systemic mastocytosis	systemic mastocytosis
MONDO:0016587	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050431	arrhythmogenic right ventricular cardiomyopathy	arrhythmogenic right ventricular cardiomyopathy
MONDO:0016596	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070431	hyperphosphatasia-intellectual disability syndrome	hyperphosphatasia with impaired intellectual development syndrome
MONDO:0016612	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111828	X-linked cerebellar ataxia	X-linked cerebellar ataxia
MONDO:0016642	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3565	meningioma	meningioma
MONDO:0016643	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081044	frontonasal dysplasia	frontonasal dysplasia
MONDO:0016644	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081389	logopenic progressive aphasia	logopenic progressive aphasia
MONDO:0016648	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:12721	multiple epiphyseal dysplasia	multiple epiphyseal dysplasia
MONDO:0016649	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060237	Warburg micro syndrome	Warburg micro syndrome
MONDO:0016660	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070296	autosomal recessive primary microcephaly	autosomal recessive primary microcephaly
MONDO:0016675	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111593	distal arthrogryposis type 10	distal arthrogryposis type 10
MONDO:0016681	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3071	gliosarcoma	gliosarcoma
MONDO:0016683	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:6128	gliomatosis cerebri	gliomatosis cerebri
MONDO:0016684	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3078	anaplastic astrocytoma	anaplastic astrocytoma
MONDO:0016691	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4851	pilocytic astrocytoma	pilocytic astrocytoma
MONDO:0016693	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:5077	subependymal giant cell astrocytoma	subependymal giant cell astrocytoma
MONDO:0016695	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3181	oligodendroglioma	oligodendroglioma
MONDO:0016699	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:5075	myxopapillary ependymoma	myxopapillary ependymoma
MONDO:0016706	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3774	chordoid glioma of the third ventricle	chordoid glioma
MONDO:0016707	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:7305	astroblastoma	astroblastoma
MONDO:0016718	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:5648	choroid plexus carcinoma	choroid plexus carcinoma
MONDO:0016722	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:1664	pineoblastoma	pineoblastoma
MONDO:0016730	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2426	gangliocytoma	gangliocytoma
MONDO:0016733	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:5078	ganglioglioma	ganglioglioma
MONDO:0016746	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:5900	meningeal melanocytoma	meningeal melanocytoma
MONDO:0016748	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:5241	hemangioblastoma	hemangioblastoma
MONDO:0016755	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:962	neurofibroma	neurofibroma
MONDO:0016759	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112328	pontocerebellar hypoplasia type 2	pontocerebellar hypoplasia type 2
MONDO:0016761	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112280	spondyloepiphyseal dysplasia	spondyloepiphyseal dysplasia
MONDO:0016763	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112295	spondylometaphyseal dysplasia	spondylometaphyseal dysplasia
MONDO:0016779	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111712	multiple congenital anomalies due to 14q32.2 maternally expressed gene defect	Kagami-Ogata syndrome
MONDO:0016817	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060306	Meier-Gorlin syndrome	Meier-Gorlin syndrome
MONDO:0016820	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13099	Moyamoya disease	Moyamoya disease
MONDO:0016824	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080109	infantile myofibromatosis	infantile myofibromatosis
MONDO:0016830	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:11726	Emery-Dreifuss muscular dystrophy	Emery-Dreifuss muscular dystrophy
MONDO:0016932	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070614	partial duplication of chromosome 11	chromosome 11 partial duplication syndrome
MONDO:0016971	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:11724	limb-girdle muscular dystrophy	limb-girdle muscular dystrophy
MONDO:0016974	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3282	thymoma type B	thymoma type B
MONDO:0016987	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050765	neuroacanthocytosis	neuroacanthocytosis
MONDO:0016989	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:9375	Fuchs heterochromic iridocyclitis	Fuchs' heterochromic uveitis
MONDO:0017042	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13481	thanatophoric dysplasia	thanatophoric dysplasia
MONDO:0017043	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4773	congenital mesoblastic nephroma	congenital mesoblastic nephroma
MONDO:0017048	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3559	pseudomyxoma peritonei	pseudomyxoma peritonei
MONDO:0017093	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080919	unilateral focal polymicrogyria	unilateral focal polymicrogyria
MONDO:0017123	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050763	arthrogryposis-renal dysfunction-cholestasis syndrome	ARC syndrome
MONDO:0017124	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:9672	noma	noma
MONDO:0017136	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060288	omodysplasia	omodysplasia
MONDO:0017137	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:11678	onchocerciasis	onchocerciasis
MONDO:0017138	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080697	Opitz G/BBB syndrome	Opitz GBBB syndrome
MONDO:0017178	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:84	osteochondritis dissecans	osteochondritis dissecans
MONDO:0017194	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14798	Blount disease	Blount's disease
MONDO:0017195	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060231	Bruck syndrome	Bruck syndrome
MONDO:0017198	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13533	osteopetrosis	osteopetrosis
MONDO:0017215	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4734	calciphylaxis	calciphylaxis
MONDO:0017219	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111380	microform holoprosencephaly	solitary median maxillary central incisor
MONDO:0017255	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:12030	panuveitis	panuveitis
MONDO:0017265	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060655	autosomal recessive congenital ichthyosis	autosomal recessive congenital ichthyosis
MONDO:0017276	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:9255	frontotemporal dementia	frontotemporal dementia
MONDO:0017279	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060894	young-onset Parkinson disease	early-onset Parkinson's disease
MONDO:0017282	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:12148	alveolar echinococcosis	alveolar echinococcosis
MONDO:0017287	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080356	immunoglobulin G4-related sclerosing disease	IgG4-related disease
MONDO:0017312	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050857	Perrault syndrome	Perrault syndrome
MONDO:0017319	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2373	hereditary elliptocytosis	hereditary elliptocytosis
MONDO:0017324	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050949	autosomal recessive hypophosphatemic rickets	autosomal recessive hypophosphatemic rickets
MONDO:0017338	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070330	fatal multiple mitochondrial dysfunctions syndrome	multiple mitochondrial dysfunctions syndrome
MONDO:0017359	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060336	3-methylglutaconic aciduria	3-methylglutaconic aciduria
MONDO:0017364	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14039	POEMS syndrome	POEMS syndrome
MONDO:0017373	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4953	poliomyelitis	poliomyelitis
MONDO:0017376	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:6196	reactive arthritis	reactive arthritis
MONDO:0017387	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:6193	epithelioid sarcoma	epithelioid sarcoma
MONDO:0017398	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060225	3MC syndrome	3MC syndrome
MONDO:0017401	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070534	familial isolated arrhythmogenic ventricular dysplasia, left dominant form	arrhythmogenic left ventricular cardiomyopathy
MONDO:0017402	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070535	familial isolated arrhythmogenic ventricular dysplasia, biventricular form	arrhythmogenic biventricular cardiomyopathy
MONDO:0017410	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060263	porencephaly	porencephaly
MONDO:0017415	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080110	multiple pterygium syndrome	contractures, pterygia, and spondylocarpotarsal fusion syndrome
MONDO:0017416	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4952	postpoliomyelitis syndrome	postpoliomyelitis syndrome
MONDO:0017417	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060259	renal-hepatic-pancreatic dysplasia	renal-hepatic-pancreatic dysplasia
MONDO:0017435	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060055	popliteal pterygium syndrome	popliteal pterygium syndrome
MONDO:0017436	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060558	lethal congenital contracture syndrome	lethal congenital contracture syndrome
MONDO:0017569	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070143	de Barsy syndrome	autosomal recessive cutis laxa type III
MONDO:0017570	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:6612	leukocyte adhesion deficiency	leukocyte adhesion deficiency
MONDO:0017572	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050175	tick-borne encephalitis	tick-borne encephalitis
MONDO:0017579	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060229	Baraitser-Winter cerebrofrontofacial syndrome	Baraitser-Winter syndrome
MONDO:0017610	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4644	epidermolysis bullosa simplex	epidermolysis bullosa simplex
MONDO:0017612	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3209	junctional epidermolysis bullosa	junctional epidermolysis bullosa
MONDO:0017615	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060169	benign familial infantile epilepsy	benign familial infantile epilepsy
MONDO:0017623	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080191	PTEN hamartoma tumor syndrome	obsolete PTEN hamartoma tumor syndrome
MONDO:0017675	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060361	punctate palmoplantar keratoderma	punctate palmoplantar keratoderma
MONDO:0017719	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2368	gangliosidosis	gangliosidosis
MONDO:0017767	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:1586	rheumatic fever	rheumatic fever
MONDO:0017771	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112177	Mayer-Rokitansky-Kuster-Hauser syndrome	Mayer-Rokitansky-Kuster-Hauser syndrome
MONDO:0017775	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:5052	melioidosis	melioidosis
MONDO:0017776	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2312	nocardiosis	nocardiosis
MONDO:0017779	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112317	alpha-N-acetylgalactosaminidase deficiency	Schindler disease
MONDO:0017795	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050894	ameloblastoma	ameloblastoma
MONDO:0017810	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080929	variant ABeta2M amyloidosis	variant ABeta2M amyloidosis
MONDO:0017813	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060238	van Maldergem syndrome	Van Maldergem syndrome
MONDO:0017827	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:5940	malignant peripheral nerve sheath tumor	malignant peripheral nerve sheath tumor
MONDO:0017838	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060251	sclerosteosis	sclerosteosis
MONDO:0017842	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050576	Senior-Loken syndrome	Senior-Loken syndrome
MONDO:0017844	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:8541	Sezary syndrome	Sezary's disease
MONDO:0017851	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050467	erythrokeratodermia variabilis	erythrokeratodermia variabilis
MONDO:0017853	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:841	hypersensitivity pneumonitis	extrinsic allergic alveolitis
MONDO:0017872	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050202	Lujo hemorrhagic fever	Lujo hemorrhagic fever
MONDO:0017876	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050196	Venezuelan hemorrhagic fever	Venezuelan hemorrhagic fever
MONDO:0017879	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14472	hantavirus pulmonary syndrome	hantavirus pulmonary syndrome
MONDO:0017880	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:1328	Rift valley fever	Rift Valley fever
MONDO:0017881	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:11320	Kyasanur forest disease	Kyasanur forest disease
MONDO:0017882	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:992	Omsk hemorrhagic fever	Omsk hemorrhagic fever
MONDO:0017884	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4465	papillary renal cell carcinoma	papillary renal cell carcinoma
MONDO:0017885	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4471	chromophobe renal cell carcinoma	chromophobe renal cell carcinoma
MONDO:0017909	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080699	inherited glutathione synthetase deficiency	glutathione synthetase deficiency
MONDO:0017910	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111575	dehydrated hereditary stomatocytosis	dehydrated hereditary stomatocytosis
MONDO:0017919	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080173	exstrophy-epispadias complex	bladder exstrophy-epispadias-cloacal exstrophy complex
MONDO:0017923	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050794	multiple synostoses syndrome	multiple synostoses syndrome
MONDO:0017941	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050012	chikungunya	chikungunya
MONDO:0017979	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:6688	autoimmune lymphoproliferative syndrome	autoimmune lymphoproliferative syndrome
MONDO:0017987	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:327	syringomyelia	syringomyelia
MONDO:0017990	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060674	catecholaminergic polymorphic ventricular tachycardia	catecholaminergic polymorphic ventricular tachycardia
MONDO:0017991	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2508	Takayasu arteritis	Takayasu's arteritis
MONDO:0018029	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2211	congenital factor XIII deficiency	factor XIII deficiency
MONDO:0018037	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080545	hyper-IgE syndrome	hyper IgE syndrome
MONDO:0018053	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111866	trichothiodystrophy	trichothiodystrophy
MONDO:0018054	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050650	familial atrial fibrillation	familial atrial fibrillation
MONDO:0018055	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070322	pediatric hepatocellular carcinoma	childhood hepatocellular carcinoma
MONDO:0018075	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080074	neural tube defect	neural tube defect
MONDO:0018076	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:399	tuberculosis	tuberculosis
MONDO:0018077	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2123	tularemia	tularemia
MONDO:0018088	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2987	familial Mediterranean fever	familial Mediterranean fever
MONDO:0018089	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:6406	double outlet right ventricle	double outlet right ventricle
MONDO:0018092	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:12297	Vogt-Koyanagi-Harada disease	Vogt-Koyanagi-Harada disease
MONDO:0018094	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:9258	Waardenburg syndrome	Waardenburg syndrome
MONDO:0018096	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050475	Weill-Marchesani syndrome	Weill-Marchesani syndrome
MONDO:0018097	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050562	infantile spasms	West syndrome
MONDO:0018100	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060879	familial primary hypomagnesemia	primary hypomagnesemia
MONDO:0018105	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:10632	Wolfram syndrome	Wolfram syndrome
MONDO:0018106	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060236	hereditary xanthinuria	xanthinuria
MONDO:0018116	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:9870	galactosemia	galactosemia
MONDO:0018130	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070490	brain dopamine-serotonin vesicular transport disease	infantile parkinsonism-dystonia 2
MONDO:0018132	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111229	obsolete congenital muscular alpha-dystroglycanopathy with brain and eye anomalies	congenital muscular dystrophy-dystroglycanopathy type A
MONDO:0018138	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090100	obsolete ocular albinism with congenital sensorineural hearing loss	ocular albinism with sensorineural deafness
MONDO:0018149	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3322	GM1 gangliosidosis	GM1 gangliosidosis
MONDO:0018150	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:1926	Gaucher disease	Gaucher's disease
MONDO:0018151	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050730	coenzyme Q10 deficiency	coenzyme Q10 deficiency disease
MONDO:0018153	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4329	Erdheim-Chester disease	Erdheim-Chester disease
MONDO:0018155	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:230	lateral sclerosis	lateral sclerosis
MONDO:0018158	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070329	mitochondrial DNA depletion syndrome	mitochondrial DNA depletion syndrome
MONDO:0018166	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:5773	oral submucous fibrosis	oral submucous fibrosis
MONDO:0018177	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3068	glioblastoma	glioblastoma
MONDO:0018213	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070162	hereditary sensory and autonomic neuropathy type 1	hereditary sensory and autonomic neuropathy type 1
MONDO:0018214	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060170	generalized epilepsy with febrile seizures plus	generalized epilepsy with febrile seizures plus
MONDO:0018216	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050880	Koolen-de Vries syndrome due to 17q21.31 microdeletion syndrome	Koolen de Vries syndrome
MONDO:0018223	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070324	systemic Epstein-Barr virus-positive T-cell lymphoproliferative disease of childhood	systemic Epstein-Barr virus positive T-cell lymphoma of childhood
MONDO:0018229	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050426	Stevens-Johnson syndrome	Stevens-Johnson syndrome
MONDO:0018233	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111782	otopalatodigital syndrome spectrum disorder	otopalatodigital syndrome spectrum disorder
MONDO:0018256	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070630	acute myeloid leukemia with t(8;16)(p11;p13) translocation	acute myeloid leukemia with KAT6A-CREBBP fusion
MONDO:0018270	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4232	extraskeletal Ewing sarcoma	extraosseous Ewing sarcoma
MONDO:0018274	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060470	GM3 synthase deficiency	salt and pepper syndrome
MONDO:0018276	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112374	muscular dystrophy-dystroglycanopathy	muscular dystrophy-dystroglycanopathy
MONDO:0018301	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13949	interstitial cystitis	interstitial cystitis
MONDO:0018304	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4371	Schnitzler syndrome	Schnitzler syndrome
MONDO:0018305	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3265	chronic granulomatous disease	chronic granulomatous disease
MONDO:0018306	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060831	Griscelli syndrome	Griscelli syndrome
MONDO:0018307	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110734	neurodegeneration with brain iron accumulation	neurodegeneration with brain iron accumulation
MONDO:0018309	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:10487	Hirschsprung disease	Hirschsprung's disease
MONDO:0018319	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111728	familial episodic pain syndrome	familial episodic pain syndrome
MONDO:0018458	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060699	familial hypocalciuric hypercalcemia	familial hypocalciuric hypercalcemia
MONDO:0018470	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14766	renal agenesis	renal agenesis
MONDO:0018472	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111566	familial isolated trichomegaly	familial isolated trichomegaly
MONDO:0018477	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2382	bilirubin encephalopathy	kernicterus
MONDO:0018479	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050811	congenital adrenal hyperplasia	congenital adrenal hyperplasia
MONDO:0018484	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080193	semicircular canal dehiscence syndrome	superior semicircular canal dehiscence
MONDO:0018493	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:8545	malignant hyperthermia of anesthesia	malignant hyperthermia
MONDO:0018540	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081451	PFAPA syndrome	PFAPA syndrome
MONDO:0018542	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050590	severe congenital neutropenia	severe congenital neutropenia
MONDO:0018543	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090109	autosomal dominant hypocalcemia	autosomal dominant hypocalcemia
MONDO:0018555	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090070	hypogonadotropic hypogonadism	hypogonadotropic hypogonadism
MONDO:0018570	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14213	hypophosphatasia	hypophosphatasia
MONDO:0018582	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112306	GCGR-related hyperglucagonemia	Mahvash Disease
MONDO:0018589	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080927	AApoAIV amyloidosis	apolipoprotein A-IV associated amyloidosis
MONDO:0018590	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080928	ABeta2M amyloidosis	dialysis-related amyloidosis
MONDO:0018612	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050328	congenital hypothyroidism	congenital hypothyroidism
MONDO:0018613	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080934	AH amyloidosis	immunoglobulin heavy chain amyloidosis
MONDO:0018637	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111417	familial chylomicronemia syndrome	familial chylomicronemia syndrome
MONDO:0018660	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0061030	hemophilia	hemophilia
MONDO:0018661	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060478	Zika virus infectious disease	Zika fever
MONDO:0018666	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:687	hepatoblastoma	hepatoblastoma
MONDO:0018677	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050545	visceral heterotaxy	visceral heterotaxy
MONDO:0018689	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:9513	plasma cell leukemia	plasma cell leukemia
MONDO:0018690	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:11549	Holmes-Adie syndrome	Adie syndrome
MONDO:0018696	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081392	corticobasal syndrome	corticobasal degeneration syndrome
MONDO:0018746	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:11656	mucous membrane pemphigoid	cicatricial pemphigoid
MONDO:0018760	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081126	DeSanto-Shinawi syndrome	DeSanto-Shinawi syndrome
MONDO:0018761	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080532	SMARCA4-deficient sarcoma of thorax	Smarca4-deficient sarcoma of thorax
MONDO:0018767	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080361	severe primary trimethylaminuria	trimethylaminuria
MONDO:0018768	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090061	familial cold autoinflammatory syndrome	familial cold autoinflammatory syndrome
MONDO:0018770	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050592	Jeune syndrome	asphyxiating thoracic dystrophy
MONDO:0018772	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050777	Joubert syndrome	Joubert syndrome
MONDO:0018800	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3614	Kallmann syndrome	Kallmann syndrome
MONDO:0018801	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111862	congenital bilateral absence of vas deferens	congenital bilateral absence of vas deferens
MONDO:0018805	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:899	bile duct cyst	choledochal cyst
MONDO:0018808	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081394	Caroli syndrome	Caroli syndrome
MONDO:0018820	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081386	recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome	TANGO2-related metabolic encephalopathy and arrythmias
MONDO:0018824	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:8553	pyoderma gangrenosum	pyoderma gangrenosum
