mondo_id	subset	doid_id	mondo_label	doid_label
MONDO:0008380	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:768	retinoblastoma	retinoblastoma
MONDO:0008387	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111548	ring dermoid of cornea	ring dermoid of cornea
MONDO:0008394	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14681	Silver-Russell syndrome	Silver-Russell syndrome
MONDO:0008397	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111549	aplasia of lacrimal and salivary glands	aplasia of lacrimal and salivary glands
MONDO:0008404	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111550	scalp-ear-nipple syndrome	scalp-ear-nipple syndrome
MONDO:0008407	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111551	neurogenic scapuloperoneal syndrome, Kaeser type	neurogenic scapuloperoneal syndrome Kaeser type
MONDO:0008408	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111552	scapuloperoneal spinal muscular atrophy, autosomal dominant	scapuloperoneal spinal muscular atrophy
MONDO:0008410	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13300	Scheuermann disease	Scheuermann's disease
MONDO:0008411	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060614	ulnar-mammary syndrome	ulnar-mammary syndrome
MONDO:0008412	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050597	intestinal schistosomiasis	intestinal schistosomiasis
MONDO:0008420	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:6498	seborrheic keratosis	seborrheic keratosis
MONDO:0008428	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060857	septooptic dysplasia	septooptic dysplasia
MONDO:0008434	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060768	Smith-Magenis syndrome	Smith-Magenis syndrome
MONDO:0008436	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13096	Sneddon syndrome	Sneddon syndrome
MONDO:0008437	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110791	hereditary spastic paraplegia 3A	hereditary spastic paraplegia 3A
MONDO:0008438	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110792	hereditary spastic paraplegia 4	hereditary spastic paraplegia 4
MONDO:0008449	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080016	spina bifida	spina bifida
MONDO:0008451	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111200	neuronopathy, distal hereditary motor, autosomal dominant 1	autosomal dominant distal hereditary motor neuronopathy 1
MONDO:0008453	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111194	adult-onset proximal spinal muscular atrophy, autosomal dominant	autosomal dominant adult-onset proximal spinal muscular atrophy
MONDO:0008457	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050956	spinocerebellar ataxia type 6	spinocerebellar ataxia 6
MONDO:0008464	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090021	split hand-foot malformation 1	split hand-foot malformation 1
MONDO:0008471	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14789	spondyloepiphyseal dysplasia congenita	spondyloepiphyseal dysplasia congenita
MONDO:0008473	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111553	spondyloepimetaphyseal dysplasia, Maroteaux type	spondyloepiphyseal dysplasia Maroteaux type
MONDO:0008474	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112285	spondyloepiphyseal dysplasia tarda, autosomal dominant	autosomal dominant spondyloepiphyseal dysplasia tarda
MONDO:0008476	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080028	spondyloepimetaphyseal dysplasia, Strudwick type	spondyloepimetaphyseal dysplasia, Strudwick type
MONDO:0008477	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111554	spondylometaphyseal dysplasia, Kozlowski type	spondylometaphyseal dysplasia Kozlowski type
MONDO:0008478	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112296	spondylometaphyseal dysplasia, Schmidt type	spondylometaphyseal dysplasia Algerian type
MONDO:0008479	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112297	spondylometaphyseal dysplasia, 'corner fracture' type	spondylometaphyseal dysplasia corner fracture type
MONDO:0008485	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111556	sebocystomatosis	steatocystoma multiplex
MONDO:0008491	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13366	stiff-person syndrome	Stiff-Person syndrome
MONDO:0008492	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111561	stiff skin syndrome	stiff skin syndrome
MONDO:0008493	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111562	overhydrated hereditary stomatocytosis	overhydrated hereditary stomatocytosis
MONDO:0008495	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2223	platelet storage pool deficiency	platelet storage pool deficiency
MONDO:0008497	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060354	Stormorken syndrome	Stormorken syndrome
MONDO:0008501	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111563	Sturge-Weber syndrome	Sturge-Weber syndrome
MONDO:0008504	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:1929	supravalvular aortic stenosis	supravalvular aortic stenosis
MONDO:0008511	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050788	proximal symphalangism	proximal symphalangism
MONDO:0008512	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111816	syndactyly type 1	syndactyly type 1
MONDO:0008514	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111817	syndactyly type 3	syndactyly type 3
MONDO:0008515	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111818	syndactyly type 4	syndactyly type 4
MONDO:0008516	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111819	syndactyly type 5	syndactyly type 5
MONDO:0008519	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081317	multiple synostoses syndrome 1	multiple synostoses syndrome 1
MONDO:0008521	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050789	tarsal-carpal coalition syndrome	tarsal-carpal coalition syndrome
MONDO:0008523	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050678	Blau syndrome	Blau syndrome
MONDO:0008538	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13375	temporal arteritis	temporal arteritis
MONDO:0008542	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:6419	tetralogy of fallot	tetralogy of Fallot
MONDO:0008552	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060691	platelet-type bleeding disorder 16	platelet-type bleeding disorder 16
MONDO:0008559	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111907	thrombophilia due to thrombin defect	thrombophilia due to thrombin defect
MONDO:0008564	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:11198	DiGeorge syndrome	DiGeorge syndrome
MONDO:0008572	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111564	tibia, hypoplasia or aplasia of, with polydactyly	hypoplastic or aplastic tibia with polydactyly
MONDO:0008585	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13133	HELLP syndrome	HELLP syndrome
MONDO:0008586	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080171	esophageal atresia/tracheoesophageal fistula	esophageal atresia/tracheoesophageal fistula
MONDO:0008592	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111565	tricho-dento-osseous syndrome	trichodontoosseous syndrome
MONDO:0008596	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14743	trichorhinophalangeal syndrome type I	trichorhinophalangeal syndrome type I
MONDO:0008597	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080376	obsolete trichorhinophalangeal syndrome, type III	trichorhinophalangeal syndrome type III
MONDO:0008599	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:12098	trigeminal neuralgia	trigeminal neuralgia
MONDO:0008608	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14250	Down syndrome	Down syndrome
MONDO:0008633	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050854	Muckle-Wells syndrome	Muckle-Wells syndrome
MONDO:0008641	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111567	retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations	retinal vasculopathy with cerebral leukodystrophy
MONDO:0008642	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14679	VACTERL/vater association	VACTERL association
MONDO:0008652	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111568	congenital vertical talus	congenital vertical talus
MONDO:0008661	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:12306	vitiligo	vitiligo
MONDO:0008662	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111569	autosomal dominant vitreoretinochoroidopathy	autosomal dominant vitreoretinochoroidopathy
MONDO:0008663	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111570	snowflake vitreoretinal degeneration	snowflake vitreoretinal degeneration
MONDO:0008667	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14175	von Hippel-Lindau disease	von Hippel-Lindau disease
MONDO:0008670	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110948	Waardenburg syndrome type 1	Waardenburg syndrome type 1
MONDO:0008671	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110950	Waardenburg syndrome type 2A	Waardenburg syndrome type 2A
MONDO:0008673	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111571	acrofacial dysostosis, Weyers type	Weyers acrofacial dysostosis
MONDO:0008675	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111604	Freeman-Sheldon syndrome	Freeman-Sheldon syndrome
MONDO:0008681	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14515	WAGR syndrome	WAGR syndrome
MONDO:0008682	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3764	Denys-Drash syndrome	Denys-Drash syndrome
MONDO:0008684	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050460	Wolf-Hirschhorn syndrome	Wolf-Hirschhorn syndrome
MONDO:0008685	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:384	Wolff-Parkinson-White syndrome	Wolff-Parkinson-White syndrome
MONDO:0008686	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111572	isolated familial wooly hair disorder	familial woolly hair syndrome
MONDO:0008692	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:1386	abetalipoproteinemia	abetalipoproteinemia
MONDO:0008693	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060550	ablepharon macrostomia syndrome	ablepharon macrostomia syndrome
MONDO:0008695	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050766	VPS13A-related neurodegenerative disease	choreaacanthocytosis
MONDO:0008699	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050796	achalasia microcephaly syndrome	achalasia microcephaly syndrome
MONDO:0008700	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050603	acheiropody	acheiropody
MONDO:0008701	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080054	achondrogenesis type IA	achondrogenesis type IA
MONDO:0008702	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080056	achondrogenesis type II	achondrogenesis type II
MONDO:0008703	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080052	acromesomelic dysplasia 2A	acromesomelic dysplasia, Grebe type
MONDO:0008708	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:9250	acrocallosal syndrome	acrocallosal syndrome
MONDO:0008713	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050605	acrodermatitis enteropathica	acrodermatitis enteropathica
MONDO:0008714	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060383	acrofacial dysostosis Rodriguez type	acrofacial dysostosis Rodriguez type
MONDO:0008715	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060226	acrofrontofacionasal dysostosis	acrofrontofacionasal dysostosis 1
MONDO:0008717	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080051	acromesomelic dysplasia 2C, Hunter-Thompson type	acromesomelic dysplasia, Hunter-Thompson type
MONDO:0008721	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080153	medium chain acyl-CoA dehydrogenase deficiency	medium chain acyl-CoA dehydrogenase deficiency
MONDO:0008722	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080154	short chain acyl-CoA dehydrogenase deficiency	short chain acyl-CoA dehydrogenase deficiency
MONDO:0008723	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080155	very long chain acyl-CoA dehydrogenase deficiency	very long chain acyl-CoA dehydrogenase deficiency
MONDO:0008737	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2236	congenital afibrinogenemia	congenital afibrinogenemia
MONDO:0008740	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060341	agnathia-otocephaly complex	agnathia-otocephaly complex
MONDO:0008742	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0112130	autosomal dominant severe congenital neutropenia	autosomal dominant severe congenital neutropenia
MONDO:0008746	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070096	oculocutaneous albinism type 2	oculocutaneous albinism type II
MONDO:0008747	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070097	oculocutaneous albinism type 3	oculocutaneous albinism type III
MONDO:0008751	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080626	corticosterone methyloxidase type 1 deficiency	corticosterone methyloxidase deficiency 1
MONDO:0008752	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4252	Alexander disease	Alexander disease
MONDO:0008753	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:9270	alkaptonuria	alkaptonuria
MONDO:0008756	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080627	alopecia - intellectual disability syndrome	alopecia-mental retardation syndrome
MONDO:0008757	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050634	alopecia universalis congenita	alopecia universalis
MONDO:0008758	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080122	mitochondrial DNA depletion syndrome 4a	Alpers-Huttenlocher syndrome
MONDO:0008759	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081326	oxoglutaricaciduria	oxoglutarate dehydrogenase deficiency
MONDO:0008760	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14723	beta-ketothiolase deficiency	beta-ketothiolase deficiency
MONDO:0008762	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110033	autosomal recessive Alport syndrome	Alport syndrome 2
MONDO:0008767	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110731	neuronal ceroid lipofuscinosis 3	neuronal ceroid lipofuscinosis 3
MONDO:0008768	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110730	ceroid lipofuscinosis, neuronal, 6B (Kufs type)	neuronal ceroid lipofuscinosis 6B
MONDO:0008769	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110726	neuronal ceroid lipofuscinosis 2	neuronal ceroid lipofuscinosis 2
MONDO:0008771	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110066	amelogenesis imperfecta type 1G	amelogenesis imperfecta type 1G
MONDO:0008772	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110057	amelogenesis imperfecta type 2A1	amelogenesis imperfecta type 2A1
MONDO:0008774	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111453	2-aminoadipic 2-oxoadipic aciduria	2-aminoadipic 2-oxoadipic aciduria
MONDO:0008777	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060449	gelatinous drop-like corneal dystrophy	gelatinous drop-like corneal dystrophy
MONDO:0008780	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060194	amyotrophic lateral sclerosis type 2, juvenile	amyotrophic lateral sclerosis type 2
MONDO:0008783	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:1388	Tangier disease	Tangier disease
MONDO:0008795	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111578	aniridia-cerebellar ataxia-intellectual disability syndrome	Gillespie syndrome
MONDO:0008797	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13714	anodontia	anodontia
MONDO:0008798	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080082	nonsyndromic congenital nail disorder 4	nonsyndromic congenital nail disorder 4
MONDO:0008799	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111801	anophthalmia/microphthalmia-esophageal atresia syndrome	syndromic microphthalmia 3
MONDO:0008800	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060861	microphthalmia with limb anomalies	microphthalmia with limb anomalies
MONDO:0008803	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0081289	Antley-Bixler syndrome	Antley-Bixler syndrome
MONDO:0008810	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111418	familial apolipoprotein C-II deficiency	familial apolipoprotein C-II deficiency
MONDO:0008815	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:14755	argininosuccinic aciduria	argininosuccinic aciduria
MONDO:0008818	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050645	arterial tortuosity syndrome	arterial tortuosity syndrome
MONDO:0008823	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090124	arthrogryposis multiplex congenita 2, neurogenic type	neurogenic-type arthrogryposis multiplex congenita-2
MONDO:0008824	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111375	fetal akinesia deformation sequence	fetal akinesia deformation sequence syndrome
MONDO:0008827	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090004	progressive pseudorheumatoid arthropathy of childhood	progressive pseudorheumatoid arthropathy of childhood
MONDO:0008828	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090127	camptodactyly-arthropathy-coxa vara-pericarditis syndrome	camptodactyly-arthropathy-coxa vara-pericarditis syndrome
MONDO:0008830	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050461	aspartylglucosaminuria	aspartylglucosaminuria
MONDO:0008832	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060856	right atrial isomerism	right atrial isomerism
MONDO:0008840	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:12704	ataxia telangiectasia	ataxia telangiectasia
MONDO:0008842	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050754	ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia	early-onset ataxia with oculomotor apraxia and hypoalbuminemia
MONDO:0008846	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050649	atransferrinemia	atransferrinemia
MONDO:0008847	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060689	atrichia with papular lesions	atrichia with papular lesions
MONDO:0008849	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080756	atrophoderma vermiculata	atrophoderma vermiculata
MONDO:0008853	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060549	Barber-Say syndrome	Barber-Say syndrome
MONDO:0008854	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110123	Bardet-Biedl syndrome 1	Bardet-Biedl syndrome 1
MONDO:0008856	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111955	immunodeficiency 27A	immunodeficiency 27A
MONDO:0008858	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111580	Behr syndrome	Behr syndrome
MONDO:0008863	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090019	sitosterolemia	sitosterolemia
MONDO:0008865	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050664	Bietti crystalline corneoretinal dystrophy	Bietti crystalline corneoretinal dystrophy
MONDO:0008867	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:13608	biliary atresia	biliary atresia
MONDO:0008871	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060608	microcephalic osteodysplastic primordial dwarfism type I	microcephalic osteodysplastic primordial dwarfism type I
MONDO:0008872	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060609	microcephalic osteodysplastic primordial dwarfism type II	microcephalic osteodysplastic primordial dwarfism type II
MONDO:0008876	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2717	Bloom syndrome	Bloom syndrome
MONDO:0008879	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050684	Bowen-Conradi syndrome	Bowen-Conradi syndrome
MONDO:0008885	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080631	Elsahy-Waters syndrome	Elsahy-Waters syndrome
MONDO:0008886	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111874	Sabinas brittle hair syndrome	Sabinas brittle hair syndrome
MONDO:0008890	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:681	progressive bulbar palsy	progressive bulbar palsy
MONDO:0008892	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070226	progressive familial intrahepatic cholestasis type 1	progressive familial intrahepatic cholestasis 1
MONDO:0008893	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111581	C syndrome	C syndrome
MONDO:0008895	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111582	hereditary arterial and articular multiple calcification syndrome	hereditary arterial and articular multiple calcification syndrome
MONDO:0008907	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080552	PMM2-congenital disorder of glycosylation	congenital disorder of glycosylation Ia
MONDO:0008908	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070253	MGAT2-congenital disorder of glycosylation	congenital disorder of glycosylation type IIa
MONDO:0008915	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111584	dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome	dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome
MONDO:0008918	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111585	carnitine-acylcarnitine translocase deficiency	carnitine-acylcarnitine translocase deficiency
MONDO:0008922	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080132	Sengers syndrome	Sengers syndrome
MONDO:0008923	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111245	autosomal recessive palmoplantar keratoderma and congenital alopecia	palmoplantar keratoderma and congenital alopecia 2
MONDO:0008926	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080910	COFS syndrome	cerebrooculofacioskeletal syndrome
MONDO:0008931	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090015	Cenani-Lenz syndactyly syndrome	Cenani-Lenz syndactyly syndrome
MONDO:0008935	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111587	cerebellar ataxia-hypogonadism syndrome	Gordon Holmes syndrome
MONDO:0008939	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0070338	isolated cerebellar hypoplasia/agenesis	cerebellar hypoplasia
MONDO:0008945	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:12707	myoclonic cerebellar dyssynergia	myoclonic cerebellar dyssynergia
MONDO:0008948	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4810	cerebrotendinous xanthomatosis	cerebrotendinous xanthomatosis
MONDO:0008961	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110185	Charcot-Marie-Tooth disease type 4A	Charcot-Marie-Tooth disease type 4A
MONDO:0008962	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060832	Griscelli syndrome type 1	Griscelli syndrome type 1
MONDO:0008963	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:2935	Chediak-Higashi syndrome	Chediak-Higashi syndrome
MONDO:0008964	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060296	congenital secretory chloride diarrhea 1	congenital secretory chloride diarrhea 1
MONDO:0008965	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050834	CHARGE syndrome	CHARGE syndrome
MONDO:0008966	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:6691	Aagenaes syndrome	Aagenaes syndrome
MONDO:0008967	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111068	congenital bile acid synthesis defect 4	congenital bile acid synthesis defect 4
MONDO:0008970	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060387	chondrodysplasia Blomstrand type	chondrodysplasia Blomstrand type
MONDO:0008972	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110851	rhizomelic chondrodysplasia punctata type 1	rhizomelic chondrodysplasia punctata type 1
MONDO:0008974	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111588	Greenberg dysplasia	Greenberg dysplasia
MONDO:0008977	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3371	chondrosarcoma	chondrosarcoma
MONDO:0008978	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3302	chordoma	chordoma
MONDO:0008980	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111265	ataxia-hypogonadism-choroidal dystrophy syndrome	Boucher-Neuhauser syndrome
MONDO:0008995	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060589	Yunis-Varon syndrome	Yunis-Varon syndrome
MONDO:0008999	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111590	Cohen syndrome	Cohen syndrome
MONDO:0009003	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0110007	achromatopsia 2	achromatopsia 2
MONDO:0009006	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0060295	complement component 2 deficiency	complement component 2 deficiency
MONDO:0009007	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111404	Jalili syndrome	Jalili syndrome
MONDO:0009008	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111591	heart defect - tongue hamartoma - polysyndactyly syndrome	congenital heart defects, hamartomas of tongue, and polysyndactyly
MONDO:0009009	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111592	hypoplasminogenemia	plasminogen deficiency type I
MONDO:0009015	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111620	corneal dystrophy-perceptive deafness syndrome	corneal dystrophy-perceptive deafness syndrome
MONDO:0009025	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:4367	apparent mineralocorticoid excess	apparent mineralocorticoid excess syndrome
MONDO:0009026	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050469	Costello syndrome	Costello syndrome
MONDO:0009031	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0080032	craniodiaphyseal dysplasia	craniodiaphyseal dysplasia
MONDO:0009033	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111621	temtamy syndrome	Temtamy syndrome
MONDO:0009039	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0050654	Baller-Gerold syndrome	Baller-Gerold syndrome
MONDO:0009044	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:3803	Crigler-Najjar syndrome	Crigler-Najjar syndrome
MONDO:0009046	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0090001	Fraser syndrome	Fraser syndrome
MONDO:0009049	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:0111622	Cushing syndrome due to macronodular adrenal hyperplasia	ACTH-independent macronodular adrenal hyperplasia
MONDO:0009050	http://purl.obolibrary.org/obo/mondo#doid_rare	DOID:7004	Cushing disease due to pituitary adenoma	ACTH-secreting pituitary adenoma
