subject_id	subject_label
ICD10CM:S83.249	Other tear of medial meniscus, current injury, unspecified knee
ICD10CM:S83.249A	Other tear of medial meniscus, current injury, unspecified knee, initial encounter
ICD10CM:S83.249S	Other tear of medial meniscus, current injury, unspecified knee, sequela
ICD10CM:S83.249D	Other tear of medial meniscus, current injury, unspecified knee, subsequent encounter
ICD10CM:S83.204	Other tear of unspecified meniscus, current injury, left knee
ICD10CM:S83.204A	Other tear of unspecified meniscus, current injury, left knee, initial encounter
ICD10CM:S83.204S	Other tear of unspecified meniscus, current injury, left knee, sequela
ICD10CM:S83.204D	Other tear of unspecified meniscus, current injury, left knee, subsequent encounter
ICD10CM:S83.203	Other tear of unspecified meniscus, current injury, right knee
ICD10CM:S83.203A	Other tear of unspecified meniscus, current injury, right knee, initial encounter
ICD10CM:S83.203S	Other tear of unspecified meniscus, current injury, right knee, sequela
ICD10CM:S83.203D	Other tear of unspecified meniscus, current injury, right knee, subsequent encounter
ICD10CM:S83.205	Other tear of unspecified meniscus, current injury, unspecified knee
ICD10CM:S83.205A	Other tear of unspecified meniscus, current injury, unspecified knee, initial encounter
ICD10CM:S83.205S	Other tear of unspecified meniscus, current injury, unspecified knee, sequela
ICD10CM:S83.205D	Other tear of unspecified meniscus, current injury, unspecified knee, subsequent encounter
ICD10CM:E29.8	Other testicular dysfunction
ICD10CM:A35	Other tetanus
ICD10CM:D56.8	Other thalassemias
ICD10CM:M51.3	Other thoracic, thoracolumbar and lumbosacral intervertebral disc degeneration
ICD10CM:M51.8	Other thoracic, thoracolumbar and lumbosacral intervertebral disc disorders
ICD10CM:M51.2	Other thoracic, thoracolumbar and lumbosacral intervertebral disc displacement
ICD10CM:D75.838	Other thrombocytosis
ICD10CM:D68.6	Other thrombophilia
ICD10CM:D68.69	Other thrombophilia
ICD10CM:M31.19	Other thrombotic microangiopathy
ICD10CM:E05.8	Other thyrotoxicosis
ICD10CM:E05.81	Other thyrotoxicosis with thyrotoxic crisis or storm
ICD10CM:E05.80	Other thyrotoxicosis without thyrotoxic crisis or storm
ICD10CM:F95.8	Other tic disorders
ICD10CM:A84.8	Other tick-borne viral encephalitis
ICD10CM:A84.89	Other tick-borne viral encephalitis
ICD10CM:G25.69	Other tics of organic origin
ICD10CM:G92.8	Other toxic encephalopathy
ICD10CM:B58.09	Other toxoplasma oculopathy
ICD10CM:L87.8	Other transepidermal elimination disorders
ICD10CM:G45.8	Other transient cerebral ischemic attacks and related syndromes
ICD10CM:P61.6	Other transient neonatal disorders of coagulation
ICD10CM:P70.8	Other transitory disorders of carbohydrate metabolism of newborn
ICD10CM:P74.49	Other transitory electrolyte disturbance of newborn
ICD10CM:P74.4	Other transitory electrolyte disturbances of newborn
ICD10CM:P74.8	Other transitory metabolic disturbances of newborn
ICD10CM:P71.8	Other transitory neonatal disorders of calcium and magnesium metabolism
ICD10CM:P72.2	Other transitory neonatal disorders of thyroid function, not elsewhere classified
ICD10CM:P74	Other transitory neonatal electrolyte and metabolic disturbances
ICD10CM:P72	Other transitory neonatal endocrine disorders
ICD10CM:T86.891	Other transplanted tissue failure
ICD10CM:T86.892	Other transplanted tissue infection
ICD10CM:T86.890	Other transplanted tissue rejection
ICD10CM:S12.450	Other traumatic displaced spondylolisthesis of fifth cervical vertebra
ICD10CM:S12.450A	Other traumatic displaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.450B	Other traumatic displaced spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture
ICD10CM:S12.450S	Other traumatic displaced spondylolisthesis of fifth cervical vertebra, sequela
ICD10CM:S12.450G	Other traumatic displaced spondylolisthesis of fifth cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.450K	Other traumatic displaced spondylolisthesis of fifth cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.450D	Other traumatic displaced spondylolisthesis of fifth cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.350	Other traumatic displaced spondylolisthesis of fourth cervical vertebra
ICD10CM:S12.350A	Other traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.350B	Other traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture
ICD10CM:S12.350S	Other traumatic displaced spondylolisthesis of fourth cervical vertebra, sequela
ICD10CM:S12.350G	Other traumatic displaced spondylolisthesis of fourth cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.350K	Other traumatic displaced spondylolisthesis of fourth cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.350D	Other traumatic displaced spondylolisthesis of fourth cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.150	Other traumatic displaced spondylolisthesis of second cervical vertebra
ICD10CM:S12.150A	Other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.150B	Other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture
ICD10CM:S12.150S	Other traumatic displaced spondylolisthesis of second cervical vertebra, sequela
ICD10CM:S12.150G	Other traumatic displaced spondylolisthesis of second cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.150K	Other traumatic displaced spondylolisthesis of second cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.150D	Other traumatic displaced spondylolisthesis of second cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.650	Other traumatic displaced spondylolisthesis of seventh cervical vertebra
ICD10CM:S12.650A	Other traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.650B	Other traumatic displaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture
ICD10CM:S12.650S	Other traumatic displaced spondylolisthesis of seventh cervical vertebra, sequela
ICD10CM:S12.650G	Other traumatic displaced spondylolisthesis of seventh cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.650K	Other traumatic displaced spondylolisthesis of seventh cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.650D	Other traumatic displaced spondylolisthesis of seventh cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.550	Other traumatic displaced spondylolisthesis of sixth cervical vertebra
ICD10CM:S12.550A	Other traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.550B	Other traumatic displaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture
ICD10CM:S12.550S	Other traumatic displaced spondylolisthesis of sixth cervical vertebra, sequela
ICD10CM:S12.550G	Other traumatic displaced spondylolisthesis of sixth cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.550K	Other traumatic displaced spondylolisthesis of sixth cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.550D	Other traumatic displaced spondylolisthesis of sixth cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.250	Other traumatic displaced spondylolisthesis of third cervical vertebra
ICD10CM:S12.250A	Other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.250B	Other traumatic displaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture
ICD10CM:S12.250S	Other traumatic displaced spondylolisthesis of third cervical vertebra, sequela
ICD10CM:S12.250G	Other traumatic displaced spondylolisthesis of third cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.250K	Other traumatic displaced spondylolisthesis of third cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.250D	Other traumatic displaced spondylolisthesis of third cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.451	Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra
ICD10CM:S12.451A	Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.451B	Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, initial encounter for open fracture
ICD10CM:S12.451S	Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, sequela
ICD10CM:S12.451G	Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.451K	Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.451D	Other traumatic nondisplaced spondylolisthesis of fifth cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.351	Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra
ICD10CM:S12.351A	Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.351B	Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture
ICD10CM:S12.351S	Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, sequela
ICD10CM:S12.351G	Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.351K	Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.351D	Other traumatic nondisplaced spondylolisthesis of fourth cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.151	Other traumatic nondisplaced spondylolisthesis of second cervical vertebra
ICD10CM:S12.151A	Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.151B	Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture
ICD10CM:S12.151S	Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, sequela
ICD10CM:S12.151G	Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.151K	Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.151D	Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.651	Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra
ICD10CM:S12.651A	Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.651B	Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for open fracture
ICD10CM:S12.651S	Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, sequela
ICD10CM:S12.651G	Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.651K	Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.651D	Other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.551	Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra
ICD10CM:S12.551A	Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.551B	Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, initial encounter for open fracture
ICD10CM:S12.551S	Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, sequela
ICD10CM:S12.551G	Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.551K	Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.551D	Other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.251	Other traumatic nondisplaced spondylolisthesis of third cervical vertebra
ICD10CM:S12.251A	Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for closed fracture
ICD10CM:S12.251B	Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, initial encounter for open fracture
ICD10CM:S12.251S	Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, sequela
ICD10CM:S12.251G	Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S12.251K	Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S12.251D	Other traumatic nondisplaced spondylolisthesis of third cervical vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S12.45	Other traumatic spondylolisthesis of fifth cervical vertebra
ICD10CM:S12.35	Other traumatic spondylolisthesis of fourth cervical vertebra
ICD10CM:S12.15	Other traumatic spondylolisthesis of second cervical vertebra
ICD10CM:S12.65	Other traumatic spondylolisthesis of seventh cervical vertebra
ICD10CM:S12.55	Other traumatic spondylolisthesis of sixth cervical vertebra
ICD10CM:S12.25	Other traumatic spondylolisthesis of third cervical vertebra
ICD10CM:G44.09	Other trigeminal autonomic cephalgias (TAC)
ICD10CM:G44.091	Other trigeminal autonomic cephalgias (TAC), intractable
ICD10CM:G44.099	Other trigeminal autonomic cephalgias (TAC), not intractable
ICD10CM:Q92	Other trisomies and partial trisomies of the autosomes, not elsewhere classified
ICD10CM:A18.59	Other tuberculosis of eye
ICD10CM:A17.8	Other tuberculosis of nervous system
ICD10CM:A17.89	Other tuberculosis of nervous system
ICD10CM:I21.A	Other type of myocardial infarction
ICD10CM:C82.8	Other types of follicular lymphoma
ICD10CM:C82.89	Other types of follicular lymphoma, extranodal and solid organ sites
ICD10CM:C82.8A	Other types of follicular lymphoma, in remission
ICD10CM:C82.83	Other types of follicular lymphoma, intra-abdominal lymph nodes
ICD10CM:C82.86	Other types of follicular lymphoma, intrapelvic lymph nodes
ICD10CM:C82.82	Other types of follicular lymphoma, intrathoracic lymph nodes
ICD10CM:C82.84	Other types of follicular lymphoma, lymph nodes of axilla and upper limb
ICD10CM:C82.81	Other types of follicular lymphoma, lymph nodes of head, face, and neck
ICD10CM:C82.85	Other types of follicular lymphoma, lymph nodes of inguinal region and lower limb
ICD10CM:C82.88	Other types of follicular lymphoma, lymph nodes of multiple sites
ICD10CM:C82.87	Other types of follicular lymphoma, spleen
ICD10CM:C82.80	Other types of follicular lymphoma, unspecified site
ICD10CM:K51.8	Other ulcerative colitis
ICD10CM:K51.814	Other ulcerative colitis with abscess
ICD10CM:K51.81	Other ulcerative colitis with complications
ICD10CM:K51.813	Other ulcerative colitis with fistula
ICD10CM:K51.812	Other ulcerative colitis with intestinal obstruction
ICD10CM:K51.818	Other ulcerative colitis with other complication
ICD10CM:K51.811	Other ulcerative colitis with rectal bleeding
ICD10CM:K51.819	Other ulcerative colitis with unspecified complications
ICD10CM:K51.80	Other ulcerative colitis without complications
ICD10CM:M18.5	Other unilateral secondary osteoarthritis of first carpometacarpal joint
ICD10CM:M18.52	Other unilateral secondary osteoarthritis of first carpometacarpal joint, left hand
ICD10CM:M18.51	Other unilateral secondary osteoarthritis of first carpometacarpal joint, right hand
ICD10CM:M18.50	Other unilateral secondary osteoarthritis of first carpometacarpal joint, unspecified hand
ICD10CM:M16.7	Other unilateral secondary osteoarthritis of hip
ICD10CM:M17.5	Other unilateral secondary osteoarthritis of knee
ICD10CM:K08.59	Other unsatisfactory restoration of tooth
ICD10CM:N35.8	Other urethral stricture
ICD10CM:N35.82	Other urethral stricture, female
ICD10CM:N35.81	Other urethral stricture, male
ICD10CM:N35.811	Other urethral stricture, male, meatal
ICD10CM:N35.816	Other urethral stricture, male, overlapping sites
ICD10CM:N35.819	Other urethral stricture, male, unspecified site
ICD10CM:N34.2	Other urethritis
ICD10CM:B37.49	Other urogenital candidiasis
ICD10CM:A59.09	Other urogenital trichomoniasis
ICD10CM:L50.8	Other urticaria
ICD10CM:Q96.8	Other variants of Turner's syndrome
ICD10CM:B01.89	Other varicella complications
ICD10CM:K55.8	Other vascular disorders of intestine
ICD10CM:H21.1	Other vascular disorders of iris and ciliary body
ICD10CM:H21.1X	Other vascular disorders of iris and ciliary body
ICD10CM:H21.1X3	Other vascular disorders of iris and ciliary body, bilateral
ICD10CM:H21.1X2	Other vascular disorders of iris and ciliary body, left eye
ICD10CM:H21.1X1	Other vascular disorders of iris and ciliary body, right eye
ICD10CM:H21.1X9	Other vascular disorders of iris and ciliary body, unspecified eye
ICD10CM:G95.19	Other vascular myelopathies
ICD10CM:G46.8	Other vascular syndromes of brain in cerebrovascular diseases
ICD10CM:L95.8	Other vasculitis limited to the skin
ICD10CM:O22.8	Other venous complications in pregnancy
ICD10CM:O22.8X	Other venous complications in pregnancy
ICD10CM:O22.8X1	Other venous complications in pregnancy, first trimester
ICD10CM:O22.8X2	Other venous complications in pregnancy, second trimester
ICD10CM:O22.8X3	Other venous complications in pregnancy, third trimester
ICD10CM:O22.8X9	Other venous complications in pregnancy, unspecified trimester
ICD10CM:I82	Other venous embolism and thrombosis
ICD10CM:I47.29	Other ventricular tachycardia
ICD10CM:B30.8	Other viral conjunctivitis
ICD10CM:B25-B34	Other viral diseases (B25-B34)
ICD10CM:O98.52	Other viral diseases complicating childbirth
ICD10CM:O98.51	Other viral diseases complicating pregnancy
ICD10CM:O98.5	Other viral diseases complicating pregnancy, childbirth and the puerperium
ICD10CM:O98.511	Other viral diseases complicating pregnancy, first trimester
ICD10CM:O98.512	Other viral diseases complicating pregnancy, second trimester
ICD10CM:O98.513	Other viral diseases complicating pregnancy, third trimester
ICD10CM:O98.519	Other viral diseases complicating pregnancy, unspecified trimester
ICD10CM:O98.53	Other viral diseases complicating the puerperium
ICD10CM:B33	Other viral diseases, not elsewhere classified
ICD10CM:A08.3	Other viral enteritis
ICD10CM:A08.39	Other viral enteritis
ICD10CM:A98	Other viral hemorrhagic fevers, not elsewhere classified
ICD10CM:B08	Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified
ICD10CM:A88	Other viral infections of central nervous system, not elsewhere classified
ICD10CM:B34.8	Other viral infections of unspecified site
ICD10CM:A87.8	Other viral meningitis
ICD10CM:J12.8	Other viral pneumonia
ICD10CM:J12.89	Other viral pneumonia
ICD10CM:B07.8	Other viral warts
ICD10CM:H53.8	Other visual disturbances
ICD10CM:D51.8	Other vitamin B12 deficiency anemias
ICD10CM:E56	Other vitamin deficiencies
ICD10CM:H43.3	Other vitreous opacities
ICD10CM:H43.39	Other vitreous opacities
ICD10CM:H43.393	Other vitreous opacities, bilateral
ICD10CM:H43.392	Other vitreous opacities, left eye
ICD10CM:H43.391	Other vitreous opacities, right eye
ICD10CM:H43.399	Other vitreous opacities, unspecified eye
ICD10CM:O21.8	Other vomiting complicating pregnancy
ICD10CM:D68.09	Other von Willebrand disease
ICD10CM:N94.818	Other vulvodynia
ICD10CM:B08.79	Other yatapoxvirus infections
ICD10CM:A28	Other zoonotic bacterial diseases, not elsewhere classified
ICD10CM:B46.8	Other zygomycoses
ICD10CM:H62.4	Otitis externa in other diseases classified elsewhere
ICD10CM:H62.43	Otitis externa in other diseases classified elsewhere, bilateral
ICD10CM:H62.42	Otitis externa in other diseases classified elsewhere, left ear
ICD10CM:H62.41	Otitis externa in other diseases classified elsewhere, right ear
ICD10CM:H62.40	Otitis externa in other diseases classified elsewhere, unspecified ear
ICD10CM:H67	Otitis media in diseases classified elsewhere
ICD10CM:H67.3	Otitis media in diseases classified elsewhere, bilateral
ICD10CM:H67.2	Otitis media in diseases classified elsewhere, left ear
ICD10CM:H67.1	Otitis media in diseases classified elsewhere, right ear
ICD10CM:H67.9	Otitis media in diseases classified elsewhere, unspecified ear
ICD10CM:H66.9	Otitis media, unspecified
ICD10CM:H66.93	Otitis media, unspecified, bilateral
ICD10CM:H66.92	Otitis media, unspecified, left ear
ICD10CM:H66.91	Otitis media, unspecified, right ear
ICD10CM:H66.90	Otitis media, unspecified, unspecified ear
ICD10CM:H92.2	Otorrhagia
ICD10CM:H92.23	Otorrhagia, bilateral
ICD10CM:H92.22	Otorrhagia, left ear
ICD10CM:H92.21	Otorrhagia, right ear
ICD10CM:H92.20	Otorrhagia, unspecified ear
ICD10CM:H92.1	Otorrhea
ICD10CM:H92.13	Otorrhea, bilateral
ICD10CM:H92.12	Otorrhea, left ear
ICD10CM:H92.11	Otorrhea, right ear
ICD10CM:H92.10	Otorrhea, unspecified ear
ICD10CM:H80.0	Otosclerosis involving oval window, nonobliterative
ICD10CM:H80.03	Otosclerosis involving oval window, nonobliterative, bilateral
ICD10CM:H80.02	Otosclerosis involving oval window, nonobliterative, left ear
ICD10CM:H80.01	Otosclerosis involving oval window, nonobliterative, right ear
ICD10CM:H80.00	Otosclerosis involving oval window, nonobliterative, unspecified ear
ICD10CM:H80.1	Otosclerosis involving oval window, obliterative
ICD10CM:H80.13	Otosclerosis involving oval window, obliterative, bilateral
ICD10CM:H80.12	Otosclerosis involving oval window, obliterative, left ear
ICD10CM:H80.11	Otosclerosis involving oval window, obliterative, right ear
ICD10CM:H80.10	Otosclerosis involving oval window, obliterative, unspecified ear
ICD10CM:H91.0	Ototoxic hearing loss
ICD10CM:H91.03	Ototoxic hearing loss, bilateral
ICD10CM:H91.02	Ototoxic hearing loss, left ear
ICD10CM:H91.01	Ototoxic hearing loss, right ear
ICD10CM:H91.09	Ototoxic hearing loss, unspecified ear
ICD10CM:E28.9	Ovarian dysfunction, unspecified
ICD10CM:Q50.32	Ovarian streak
ICD10CM:N39.490	Overflow incontinence
ICD10CM:E66.3	Overweight
ICD10CM:E66	Overweight and obesity
ICD10CM:E65-E68	Overweight, obesity and other hyperalimentation (E65-E68)
ICD10CM:N92.3	Ovulation bleeding
ICD10CM:Q85.81	PTEN hamartoma tumor syndrome
ICD10CM:N26.2	Page kidney
ICD10CM:N94	Pain and other conditions associated with female genital organs and menstrual cycle
ICD10CM:F45.41	Pain disorder exclusively related to psychological factors
ICD10CM:F45.42	Pain disorder with related psychological factors
ICD10CM:F45.4	Pain disorders related to psychological factors
ICD10CM:T82.84	Pain due to cardiac and vascular prosthetic devices, implants and grafts
ICD10CM:T82.847	Pain due to cardiac prosthetic devices, implants and grafts
ICD10CM:T82.847A	Pain due to cardiac prosthetic devices, implants and grafts, initial encounter
ICD10CM:T82.847S	Pain due to cardiac prosthetic devices, implants and grafts, sequela
ICD10CM:T82.847D	Pain due to cardiac prosthetic devices, implants and grafts, subsequent encounter
ICD10CM:T83.84	Pain due to genitourinary prosthetic devices, implants and grafts
ICD10CM:T83.84XA	Pain due to genitourinary prosthetic devices, implants and grafts, initial encounter
ICD10CM:T83.84XS	Pain due to genitourinary prosthetic devices, implants and grafts, sequela
ICD10CM:T83.84XD	Pain due to genitourinary prosthetic devices, implants and grafts, subsequent encounter
ICD10CM:T84.84	Pain due to internal orthopedic prosthetic devices, implants and grafts
ICD10CM:T84.84XA	Pain due to internal orthopedic prosthetic devices, implants and grafts, initial encounter
ICD10CM:T84.84XS	Pain due to internal orthopedic prosthetic devices, implants and grafts, sequela
ICD10CM:T84.84XD	Pain due to internal orthopedic prosthetic devices, implants and grafts, subsequent encounter
ICD10CM:T85.84	Pain due to internal prosthetic devices, implants and grafts, not elsewhere classified
ICD10CM:T85.840	Pain due to nervous system prosthetic devices, implants and grafts
ICD10CM:T85.840A	Pain due to nervous system prosthetic devices, implants and grafts, initial encounter
ICD10CM:T85.840S	Pain due to nervous system prosthetic devices, implants and grafts, sequela
ICD10CM:T85.840D	Pain due to nervous system prosthetic devices, implants and grafts, subsequent encounter
ICD10CM:T85.848	Pain due to other internal prosthetic devices, implants and grafts
ICD10CM:T85.848A	Pain due to other internal prosthetic devices, implants and grafts, initial encounter
ICD10CM:T85.848S	Pain due to other internal prosthetic devices, implants and grafts, sequela
ICD10CM:T85.848D	Pain due to other internal prosthetic devices, implants and grafts, subsequent encounter
ICD10CM:T82.848	Pain due to vascular prosthetic devices, implants and grafts
ICD10CM:T82.848A	Pain due to vascular prosthetic devices, implants and grafts, initial encounter
ICD10CM:T82.848S	Pain due to vascular prosthetic devices, implants and grafts, sequela
ICD10CM:T82.848D	Pain due to vascular prosthetic devices, implants and grafts, subsequent encounter
ICD10CM:M25.57	Pain in ankle and joints of foot
ICD10CM:M79.603	Pain in arm, unspecified
ICD10CM:M25.52	Pain in elbow
ICD10CM:M79.67	Pain in foot and toes
ICD10CM:M79.63	Pain in forearm
ICD10CM:M79.64	Pain in hand and fingers
ICD10CM:M25.55	Pain in hip
ICD10CM:M25.5	Pain in joint
ICD10CM:M25.54	Pain in joints of hand
ICD10CM:M25.542	Pain in joints of left hand
ICD10CM:M25.541	Pain in joints of right hand
ICD10CM:M25.549	Pain in joints of unspecified hand
ICD10CM:M25.56	Pain in knee
ICD10CM:M25.572	Pain in left ankle and joints of left foot
ICD10CM:M79.602	Pain in left arm
ICD10CM:M25.522	Pain in left elbow
ICD10CM:M79.645	Pain in left finger(s)
ICD10CM:M79.672	Pain in left foot
ICD10CM:M79.632	Pain in left forearm
ICD10CM:M79.642	Pain in left hand
ICD10CM:M25.552	Pain in left hip
ICD10CM:M25.562	Pain in left knee
ICD10CM:M79.605	Pain in left leg
ICD10CM:M79.662	Pain in left lower leg
ICD10CM:M25.512	Pain in left shoulder
ICD10CM:M79.652	Pain in left thigh
ICD10CM:M79.675	Pain in left toe(s)
ICD10CM:M79.622	Pain in left upper arm
ICD10CM:M25.532	Pain in left wrist
ICD10CM:M79.606	Pain in leg, unspecified
ICD10CM:M79.6	Pain in limb, hand, foot, fingers and toes
ICD10CM:M79.60	Pain in limb, unspecified
ICD10CM:M79.66	Pain in lower leg
ICD10CM:M25.59	Pain in other specified joint
ICD10CM:M25.571	Pain in right ankle and joints of right foot
ICD10CM:M79.601	Pain in right arm
ICD10CM:M25.521	Pain in right elbow
ICD10CM:M79.644	Pain in right finger(s)
ICD10CM:M79.671	Pain in right foot
ICD10CM:M79.631	Pain in right forearm
ICD10CM:M79.641	Pain in right hand
ICD10CM:M25.551	Pain in right hip
ICD10CM:M25.561	Pain in right knee
ICD10CM:M79.604	Pain in right leg
ICD10CM:M79.661	Pain in right lower leg
ICD10CM:M25.511	Pain in right shoulder
ICD10CM:M79.651	Pain in right thigh
ICD10CM:M79.674	Pain in right toe(s)
ICD10CM:M79.621	Pain in right upper arm
ICD10CM:M25.531	Pain in right wrist
ICD10CM:M25.51	Pain in shoulder
ICD10CM:M79.65	Pain in thigh
ICD10CM:M54.6	Pain in thoracic spine
ICD10CM:M25.579	Pain in unspecified ankle and joints of unspecified foot
ICD10CM:M25.529	Pain in unspecified elbow
ICD10CM:M79.646	Pain in unspecified finger(s)
ICD10CM:M79.673	Pain in unspecified foot
ICD10CM:M79.639	Pain in unspecified forearm
ICD10CM:M79.643	Pain in unspecified hand
ICD10CM:M25.559	Pain in unspecified hip
ICD10CM:M25.50	Pain in unspecified joint
ICD10CM:M25.569	Pain in unspecified knee
ICD10CM:M79.609	Pain in unspecified limb
ICD10CM:M79.669	Pain in unspecified lower leg
ICD10CM:M25.519	Pain in unspecified shoulder
ICD10CM:M79.659	Pain in unspecified thigh
ICD10CM:M79.676	Pain in unspecified toe(s)
ICD10CM:M79.629	Pain in unspecified upper arm
ICD10CM:M25.539	Pain in unspecified wrist
ICD10CM:M79.62	Pain in upper arm
ICD10CM:M25.53	Pain in wrist
ICD10CM:G89	Pain, not elsewhere classified
ICD10CM:N53.12	Painful ejaculation
ICD10CM:M12.37	Palindromic rheumatism, ankle and foot
ICD10CM:M12.32	Palindromic rheumatism, elbow
ICD10CM:M12.34	Palindromic rheumatism, hand
ICD10CM:M12.35	Palindromic rheumatism, hip
ICD10CM:M12.36	Palindromic rheumatism, knee
ICD10CM:M12.372	Palindromic rheumatism, left ankle and foot
ICD10CM:M12.322	Palindromic rheumatism, left elbow
ICD10CM:M12.342	Palindromic rheumatism, left hand
ICD10CM:M12.352	Palindromic rheumatism, left hip
ICD10CM:M12.362	Palindromic rheumatism, left knee
ICD10CM:M12.312	Palindromic rheumatism, left shoulder
ICD10CM:M12.332	Palindromic rheumatism, left wrist
ICD10CM:M12.39	Palindromic rheumatism, multiple sites
