subject_id	subject_label
ICD10CM:S82.101Q	Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S82.101M	Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S82.101E	Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S82.101J	Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S82.101R	Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S82.101N	Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S82.101F	Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S52.001	Unspecified fracture of upper end of right ulna
ICD10CM:S52.001A	Unspecified fracture of upper end of right ulna, initial encounter for closed fracture
ICD10CM:S52.001B	Unspecified fracture of upper end of right ulna, initial encounter for open fracture type I or II
ICD10CM:S52.001C	Unspecified fracture of upper end of right ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S52.001S	Unspecified fracture of upper end of right ulna, sequela
ICD10CM:S52.001G	Unspecified fracture of upper end of right ulna, subsequent encounter for closed fracture with delayed healing
ICD10CM:S52.001P	Unspecified fracture of upper end of right ulna, subsequent encounter for closed fracture with malunion
ICD10CM:S52.001K	Unspecified fracture of upper end of right ulna, subsequent encounter for closed fracture with nonunion
ICD10CM:S52.001D	Unspecified fracture of upper end of right ulna, subsequent encounter for closed fracture with routine healing
ICD10CM:S52.001H	Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S52.001Q	Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S52.001M	Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S52.001E	Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S52.001J	Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S52.001R	Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S52.001N	Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S52.001F	Unspecified fracture of upper end of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S82.10	Unspecified fracture of upper end of tibia
ICD10CM:S52.00	Unspecified fracture of upper end of ulna
ICD10CM:S42.209	Unspecified fracture of upper end of unspecified humerus
ICD10CM:S42.209A	Unspecified fracture of upper end of unspecified humerus, initial encounter for closed fracture
ICD10CM:S42.209B	Unspecified fracture of upper end of unspecified humerus, initial encounter for open fracture
ICD10CM:S42.209S	Unspecified fracture of upper end of unspecified humerus, sequela
ICD10CM:S42.209G	Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with delayed healing
ICD10CM:S42.209P	Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with malunion
ICD10CM:S42.209K	Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with nonunion
ICD10CM:S42.209D	Unspecified fracture of upper end of unspecified humerus, subsequent encounter for fracture with routine healing
ICD10CM:S52.109	Unspecified fracture of upper end of unspecified radius
ICD10CM:S52.109A	Unspecified fracture of upper end of unspecified radius, initial encounter for closed fracture
ICD10CM:S52.109B	Unspecified fracture of upper end of unspecified radius, initial encounter for open fracture type I or II
ICD10CM:S52.109C	Unspecified fracture of upper end of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S52.109S	Unspecified fracture of upper end of unspecified radius, sequela
ICD10CM:S52.109G	Unspecified fracture of upper end of unspecified radius, subsequent encounter for closed fracture with delayed healing
ICD10CM:S52.109P	Unspecified fracture of upper end of unspecified radius, subsequent encounter for closed fracture with malunion
ICD10CM:S52.109K	Unspecified fracture of upper end of unspecified radius, subsequent encounter for closed fracture with nonunion
ICD10CM:S52.109D	Unspecified fracture of upper end of unspecified radius, subsequent encounter for closed fracture with routine healing
ICD10CM:S52.109H	Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S52.109Q	Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S52.109M	Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S52.109E	Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S52.109J	Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S52.109R	Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S52.109N	Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S52.109F	Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S82.109	Unspecified fracture of upper end of unspecified tibia
ICD10CM:S82.109A	Unspecified fracture of upper end of unspecified tibia, initial encounter for closed fracture
ICD10CM:S82.109B	Unspecified fracture of upper end of unspecified tibia, initial encounter for open fracture type I or II
ICD10CM:S82.109C	Unspecified fracture of upper end of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S82.109S	Unspecified fracture of upper end of unspecified tibia, sequela
ICD10CM:S82.109G	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with delayed healing
ICD10CM:S82.109P	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with malunion
ICD10CM:S82.109K	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with nonunion
ICD10CM:S82.109D	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for closed fracture with routine healing
ICD10CM:S82.109H	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S82.109Q	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S82.109M	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S82.109E	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S82.109J	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S82.109R	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S82.109N	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S82.109F	Unspecified fracture of upper end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S52.009	Unspecified fracture of upper end of unspecified ulna
ICD10CM:S52.009A	Unspecified fracture of upper end of unspecified ulna, initial encounter for closed fracture
ICD10CM:S52.009B	Unspecified fracture of upper end of unspecified ulna, initial encounter for open fracture type I or II
ICD10CM:S52.009C	Unspecified fracture of upper end of unspecified ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S52.009S	Unspecified fracture of upper end of unspecified ulna, sequela
ICD10CM:S52.009G	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for closed fracture with delayed healing
ICD10CM:S52.009P	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for closed fracture with malunion
ICD10CM:S52.009K	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for closed fracture with nonunion
ICD10CM:S52.009D	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for closed fracture with routine healing
ICD10CM:S52.009H	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S52.009Q	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S52.009M	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S52.009E	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S52.009J	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S52.009R	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S52.009N	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S52.009F	Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S62.9	Unspecified fracture of wrist and hand
ICD10CM:E75.10	Unspecified gangliosidosis
ICD10CM:E34.329	Unspecified genetic causes of short stature
ICD10CM:O23.9	Unspecified genitourinary tract infection in pregnancy
ICD10CM:O23.91	Unspecified genitourinary tract infection in pregnancy, first trimester
ICD10CM:O23.92	Unspecified genitourinary tract infection in pregnancy, second trimester
ICD10CM:O23.93	Unspecified genitourinary tract infection in pregnancy, third trimester
ICD10CM:O23.90	Unspecified genitourinary tract infection in pregnancy, unspecified trimester
ICD10CM:H40.9	Unspecified glaucoma
ICD10CM:H91.9	Unspecified hearing loss
ICD10CM:H91.93	Unspecified hearing loss, bilateral
ICD10CM:H91.92	Unspecified hearing loss, left ear
ICD10CM:H91.91	Unspecified hearing loss, right ear
ICD10CM:H91.90	Unspecified hearing loss, unspecified ear
ICD10CM:K64.9	Unspecified hemorrhoids
ICD10CM:H18.50	Unspecified hereditary corneal dystrophies
ICD10CM:H18.503	Unspecified hereditary corneal dystrophies, bilateral
ICD10CM:H18.502	Unspecified hereditary corneal dystrophies, left eye
ICD10CM:H18.501	Unspecified hereditary corneal dystrophies, right eye
ICD10CM:H18.509	Unspecified hereditary corneal dystrophies, unspecified eye
ICD10CM:H35.50	Unspecified hereditary retinal dystrophy
ICD10CM:H50.50	Unspecified heterophoria
